Date,"Total.Prec","Mean.Temp","Min.Temp","Max.Temp"
1990-01-01,33.6,26.3,20.6,30.7
1990-02-01,96,26.2,20.6,30.5
1990-03-01,56.1,26.8,20.8,31.6
1990-04-01,98.2,26.4,20.4,31.1
1990-05-01,18.8,25.8,20.2,30.2
1990-06-01,39.6,24.4,20.6,NA
1990-07-01,42.9,23,20.1,NA
1990-08-01,30.9,22,NA,25.3
1990-09-01,26.7,22.1,NA,26
1990-10-01,56.7,22.3,NA,25.4
1990-11-01,47.3,22.9,20.7,26.6
1990-12-01,10.5,24.6,21.5,29
1991-01-01,63,26.4,22.3,31
1991-02-01,626.7,27,22.6,31
1991-03-01,105.3,27.2,22.3,31.5
1991-04-01,39,27,21.4,31.4
1991-05-01,24.2,26.5,20.7,31
1991-06-01,29.6,24.8,20.9,28.5
1991-07-01,36,23.3,20.2,26.6
1991-08-01,39.2,22.6,20.3,25.6
1991-09-01,39.5,21.8,19.2,24.7
1991-10-01,73.4,22.9,20.4,26.2
1991-11-01,32.1,23.9,20.5,27.6
1991-12-01,47.2,25.5,20.7,29.4
1992-01-01,111.3,26.6,20.5,30.6
1992-02-01,385.3,26.8,20.1,31
1992-03-01,NA,26.9,23.1,31.3
1992-04-01,496.7,27.6,23.3,32
1992-05-01,263.7,26.9,22.9,31.3
1992-06-01,46.1,25.4,22,29.2
1992-07-01,32.4,23.8,19.9,28.1
1992-08-01,66.4,23.1,19.9,26.4
1992-09-01,59.9,22.5,19.9,25.3
1992-10-01,50.4,22.9,20.5,25.7
1992-11-01,68.4,23.4,20.6,26.6
1992-12-01,7.5,24.8,21.2,28.7
1993-01-01,182,26,21.9,30.3
1993-02-01,224.3,26.3,22,30.2
1993-03-01,197.5,26.7,22,31.1
1993-04-01,178.9,27,22.9,31.3
1993-05-01,221.1,26.4,22.9,30.5
1993-06-01,27.7,25.4,22.2,28.6
1993-07-01,48.5,24.1,21.4,27.6
1993-08-01,24.6,23.1,19.9,26.7
1993-09-01,22,22.9,20.2,26.2
1993-10-01,31.3,23.3,20.4,26.4
1993-11-01,63,23.5,20.6,26.9
1993-12-01,67.7,25.4,21.2,29.5
1994-01-01,465.4,26,21.2,30.1
1994-02-01,141.9,26.4,21,30.4
1994-03-01,80.4,26.3,20.4,30.3
1994-04-01,106.5,26.3,21.4,30.2
1994-05-01,23.5,25.7,21.7,29.6
1994-06-01,37.3,24,20.6,27.3
1994-07-01,20.2,22.3,19.5,25.6
1994-08-01,27.6,21.7,19.1,24.9
1994-09-01,19.5,22.1,18.9,26.4
1994-10-01,53.7,23.4,19.4,26.7
1994-11-01,28,23.6,20.1,26.9
1994-12-01,134.9,25.4,21.5,29.4
1995-01-01,188.5,26.5,21.4,30.5
1995-02-01,138.4,26.6,20.6,30.4
1995-03-01,365.4,26.9,21,31.3
1995-04-01,48.8,26.9,22.5,31.4
1995-05-01,33.8,26.3,22.2,30.2
1995-06-01,17.2,25.5,21.2,29.5
1995-07-01,54,23.8,19.6,27.1
1995-08-01,21.5,23.2,19,27
