Date,"Total.Prec","Mean.Temp","Min.Temp","Max.Temp"
1990-01-01,NA,NA,NA,NA
1990-02-01,NA,NA,NA,NA
1990-03-01,9.6,17.7,NA,23.4
1990-04-01,70,17.2,NA,22.7
1990-05-01,34.3,17.3,NA,22.4
1990-06-01,23.9,17.4,NA,22.6
1990-07-01,27.9,16.6,NA,22.1
1990-08-01,1.6,17.2,NA,22.9
1990-09-01,12.7,17.6,NA,24.3
1990-10-01,111.7,16.7,NA,23
1990-11-01,16.3,17.3,NA,23.6
1990-12-01,13.9,16.8,NA,22.9
1991-01-01,52.7,16.7,NA,22.2
1991-02-01,54.4,17.4,NA,23.7
1991-03-01,111.4,17.3,NA,NA
1991-04-01,32.5,17.3,NA,NA
1991-05-01,78.5,17.6,NA,NA
1991-06-01,27.9,17.7,NA,NA
1991-07-01,17.7,17.6,NA,NA
1991-08-01,9,16.7,NA,NA
1991-09-01,25.7,17.8,NA,NA
1991-10-01,70.8,17.5,NA,NA
1991-11-01,48.3,16.9,NA,NA
1991-12-01,46.5,16.9,NA,NA
1992-01-01,1.4,17.5,NA,NA
1992-02-01,33.6,17.1,11.4,23.4
1992-03-01,15.2,18.3,12.4,23.7
1992-04-01,32.9,17.9,12,23.5
1992-05-01,48.4,17.8,11.8,23.2
1992-06-01,20.7,18,12.3,23.2
1992-07-01,12.6,16.7,9.5,22
1992-08-01,13.4,17.4,8.6,22.7
1992-09-01,53.2,17.3,8.7,23.2
1992-10-01,46.5,17.9,9.5,23.9
1992-11-01,49.4,16.7,8.6,22.9
1992-12-01,67.3,16.8,9,22.1
1993-01-01,91.3,16.9,7.9,22.8
1993-02-01,124.4,16.3,8.7,21.7
1993-03-01,122.6,16.3,9.2,21.4
1993-04-01,92.6,17.6,10.4,23
1993-05-01,60.7,17.2,10.5,22.5
1993-06-01,1.3,18.2,11,23.4
1993-07-01,7.3,17.4,10.2,22.9
1993-08-01,6.4,17.8,10.8,23.6
1993-09-01,57.1,17.5,12.4,24
1993-10-01,18.4,18,12.7,23.6
1993-11-01,78.1,16.7,12.5,22.5
1993-12-01,113.6,NA,12.8,22.5
1994-01-01,NA,NA,NA,NA
1994-02-01,NA,NA,NA,NA
1994-03-01,NA,NA,NA,NA
1994-04-01,NA,NA,NA,NA
1994-05-01,NA,NA,NA,NA
1994-06-01,NA,NA,NA,NA
1994-07-01,NA,NA,NA,NA
1994-08-01,NA,NA,NA,NA
1994-09-01,NA,NA,NA,NA
1994-10-01,NA,NA,NA,NA
1994-11-01,NA,NA,NA,NA
1994-12-01,NA,NA,NA,NA
