Date,"Total.Prec","Mean.Temp","Min.Temp","Max.Temp"
1990-01-01,12.7,16.4,10.3,23.3
1990-02-01,36,15.9,11.8,21.4
1990-03-01,23.5,16.5,11,22.8
1990-04-01,48.3,16.4,11.5,22.4
1990-05-01,14.5,16.4,10.6,22.6
1990-06-01,17.7,16.7,9.9,23.5
1990-07-01,15.5,15.9,8.4,23.4
1990-08-01,6.1,16.8,8.7,24.7
1990-09-01,8,16.7,9.2,24.7
1990-10-01,136.1,15.7,10.5,22
1990-11-01,7.6,16.4,10.2,23.5
1990-12-01,30,16.5,9.9,23
1991-01-01,60.3,16.7,10.6,22.1
1991-02-01,9.1,16.8,10.5,23.3
1991-03-01,53.1,16.7,11.7,22.1
1991-04-01,34.1,16.3,10.5,22.8
1991-05-01,69.7,16.7,11.1,22.6
1991-06-01,15,16.9,9.8,23.5
1991-07-01,13,16.4,8.9,23.2
1991-08-01,3.4,17.3,8.9,23.2
1991-09-01,26,17.2,8.1,24.2
1991-10-01,6,16.8,8.3,24.2
1991-11-01,78.4,16.4,9.2,22.7
1991-12-01,39.2,16.9,11.4,22.6
1992-01-01,18.4,17.1,10.7,23.6
1992-02-01,36.2,16.7,11.5,22.9
1992-03-01,19.5,17.3,11.7,23.7
1992-04-01,60.7,16.8,11.6,22.6
1992-05-01,44.2,16,NA,22.3
1992-06-01,13.9,16.2,9.4,23.4
1992-07-01,2.6,16,8.1,23.1
1992-08-01,2.1,NA,9,24.1
1992-09-01,34.2,16.1,9.6,23.2
1992-10-01,35.9,16.3,8.8,23.8
1992-11-01,30.1,NA,9,NA
1992-12-01,17.8,NA,10.3,23.6
1993-01-01,78.9,15.7,9.6,23.1
1993-02-01,99.2,16.2,9.6,23.3
1993-03-01,107.3,NA,8.5,23.4
1993-04-01,130.3,NA,8.6,22.6
1993-05-01,41.9,NA,9.8,22.1
1993-06-01,1,NA,9.2,24.1
1993-07-01,0,NA,8.6,24
1993-08-01,0,NA,8.5,24.3
1993-09-01,27.7,NA,7.5,24.6
1993-10-01,47.8,NA,7.2,24.2
1993-11-01,42.1,NA,7,23.6
1993-12-01,40.3,NA,7.1,23.2
1994-01-01,68.9,16.5,6.9,22.7
1994-02-01,121.5,NA,6.7,23.4
1994-03-01,130.1,16.4,6.1,22.7
1994-04-01,59.5,NA,6.6,22.4
1994-05-01,95.8,NA,6.3,23.1
1994-06-01,0,16.8,6.5,23.1
1994-07-01,NA,NA,NA,NA
1994-08-01,0,16.5,11,22.7
1994-09-01,0.6,16.9,11.8,22.8
1994-10-01,48.3,16.7,10.2,23.9
1994-11-01,76.7,16.4,8,23.2
1994-12-01,0,NA,7.7,23.9
1995-01-01,10.4,NA,8.3,24
1995-02-01,22.2,16.5,8,23.1
1995-03-01,90.4,16.1,7.6,23.1
1995-04-01,0.5,17.1,10.7,23.7
1995-05-01,10.8,17.2,11.6,23.3
1995-06-01,78.2,16.5,8,24
1995-07-01,0,16.6,8.1,23.8
1995-08-01,0,17,8,24.3
1995-09-01,0.4,17.2,7.8,24.4
1995-10-01,72.8,16.5,7.5,23.3
1995-11-01,NA,NA,NA,NA
1995-12-01,0,16.9,7.7,23.4
1996-01-01,26.8,16.4,7.2,23.9
1996-02-01,8.5,17.3,10.8,23.8
1996-03-01,46.6,17.1,11.3,23.5
1996-04-01,88.2,16.8,9.8,23.9
1996-05-01,142.1,16.8,10,23.7
1996-06-01,2.2,16.7,10.5,23.9
1996-07-01,NA,NA,NA,NA
1996-08-01,0,17.6,11.2,24.5
1996-09-01,27.8,17,10.4,24.2
1996-10-01,22.6,16.7,9.7,24.1
1996-11-01,38.4,16.5,8.2,23.9
1996-12-01,63.7,16.5,8.3,24
1997-01-01,101.8,16.4,8.5,24
1997-02-01,14,15.9,7.7,24
1997-03-01,103.4,15.7,7.2,23.5
1997-04-01,55.4,15.8,7.5,23.2
1997-05-01,0,15.7,8.8,23.4
1997-06-01,0,16,9.3,23.9
1997-07-01,0,16.2,10.1,24.3
1997-08-01,0,16.4,10.5,24.4
1997-09-01,32.6,16.4,8.8,24.1
1997-10-01,92.2,15.8,9.8,23.6
1997-11-01,22.6,16.2,10.1,24.2
1997-12-01,2.4,16.3,9.3,24.3
1998-01-01,NA,NA,NA,NA
1998-02-01,NA,NA,NA,NA
1998-03-01,NA,NA,NA,NA
1998-04-01,NA,NA,NA,NA
1998-05-01,NA,NA,NA,NA
1998-06-01,NA,NA,NA,NA
1998-07-01,NA,NA,NA,NA
1998-08-01,NA,NA,NA,NA
1998-09-01,NA,NA,NA,NA
1998-10-01,NA,NA,NA,NA
1998-11-01,NA,NA,NA,NA
1998-12-01,NA,NA,NA,NA
1999-01-01,NA,NA,NA,NA
1999-02-01,NA,NA,NA,NA
